src_ip,window_start,risk_score,severity,signature_score,signature_hits,isolation_score,ewma_score,ewma_top_deviation,rf_predicted_type,rf_confidence,true_attack_type
10.0.0.22,2026-08-10 04:10:00,0.0601,INFO,0.0,[],0.123,0.177,avg_duration (z=1.8),none,1.0,none
10.0.0.31,2026-08-10 04:50:00,0.06,INFO,0.0,[],0.109,0.191,avg_packet_size (z=3.7),none,1.0,none
10.0.0.26,2026-08-10 01:28:00,0.0599,INFO,0.0,[],0.102,0.197,avg_duration (z=4.7),none,1.0,none
10.0.0.40,2026-08-10 02:50:00,0.0598,INFO,0.0,[],0.12,0.179,avg_duration (z=3.3),none,1.0,none
10.0.0.8,2026-08-10 00:19:00,0.0596,INFO,0.0,[],0.156,0.142,flow_count (z=0.0),none,1.0,none
10.0.0.33,2026-08-10 02:41:00,0.0596,INFO,0.0,[],0.112,0.186,avg_packet_size (z=1.7),none,1.0,none
10.0.0.25,2026-08-10 02:47:00,0.0595,INFO,0.0,[],0.113,0.185,total_bytes_sent (z=1.7),none,1.0,none
10.0.0.36,2026-08-10 01:47:00,0.0595,INFO,0.0,[],0.096,0.162,total_bytes_sent (z=-0.8),none,0.974,none
10.0.0.5,2026-08-10 03:05:00,0.0595,INFO,0.0,[],0.124,0.174,avg_duration (z=2.8),none,1.0,none
10.0.0.1,2026-08-10 04:48:00,0.0595,INFO,0.0,[],0.085,0.198,total_bytes_sent (z=-2.1),none,0.991,none
10.0.0.6,2026-08-10 04:09:00,0.0595,INFO,0.0,[],0.107,0.191,total_bytes_recv (z=2.5),none,1.0,none
10.0.0.5,2026-08-10 05:56:00,0.0593,INFO,0.0,[],0.079,0.218,avg_duration (z=2.7),none,1.0,none
10.0.0.28,2026-08-10 01:57:00,0.0593,INFO,0.0,[],0.123,0.174,total_bytes_recv (z=1.7),none,1.0,none
10.0.0.22,2026-08-10 05:59:00,0.0593,INFO,0.0,[],0.089,0.183,total_bytes_recv (z=-1.4),none,0.984,none
10.0.0.27,2026-08-10 04:56:00,0.0592,INFO,0.0,[],0.111,0.185,avg_duration (z=2.4),none,1.0,none
10.0.0.2,2026-08-10 00:03:00,0.0591,INFO,0.0,[],0.154,0.142,flow_count (z=0.0),none,1.0,none
10.0.0.38,2026-08-10 04:34:00,0.0591,INFO,0.0,[],0.116,0.18,avg_duration (z=3.3),none,1.0,none
10.0.0.3,2026-08-10 04:39:00,0.059,INFO,0.0,[],0.079,0.193,total_bytes_recv (z=-1.6),none,0.985,none
10.0.0.6,2026-08-10 01:45:00,0.059,INFO,0.0,[],0.095,0.185,avg_packet_size (z=-1.6),none,0.99,none
10.0.0.38,2026-08-10 02:42:00,0.0589,INFO,0.0,[],0.09,0.204,avg_packet_size (z=3.1),none,1.0,none
10.0.0.33,2026-08-10 05:14:00,0.0589,INFO,0.0,[],0.088,0.202,avg_packet_size (z=-2.2),none,0.997,none
10.0.0.15,2026-08-10 01:50:00,0.0589,INFO,0.0,[],0.118,0.176,avg_packet_size (z=2.1),none,1.0,none
10.0.0.19,2026-08-10 02:37:00,0.0588,INFO,0.0,[],0.124,0.17,total_bytes_recv (z=-1.7),none,1.0,none
10.0.0.5,2026-08-10 00:50:00,0.0587,INFO,0.0,[],0.082,0.211,avg_duration (z=3.1),none,1.0,none
10.0.0.4,2026-08-10 03:58:00,0.0587,INFO,0.0,[],0.096,0.198,total_bytes_sent (z=-1.9),none,1.0,none
10.0.0.1,2026-08-10 04:28:00,0.0586,INFO,0.0,[],0.099,0.194,avg_duration (z=2.6),none,1.0,none
10.0.0.23,2026-08-10 01:20:00,0.0586,INFO,0.0,[],0.103,0.19,avg_packet_size (z=2.5),none,1.0,none
10.0.0.5,2026-08-10 02:05:00,0.0586,INFO,0.0,[],0.094,0.199,avg_duration (z=3.9),none,1.0,none
10.0.0.12,2026-08-10 00:08:00,0.0585,INFO,0.0,[],0.151,0.142,flow_count (z=0.0),none,1.0,none
10.0.0.40,2026-08-10 04:45:00,0.0585,INFO,0.0,[],0.066,0.218,total_bytes_sent (z=-2.8),none,0.994,none
10.0.0.19,2026-08-10 04:31:00,0.0584,INFO,0.0,[],0.106,0.186,avg_packet_size (z=3.5),none,1.0,none
10.0.0.34,2026-08-10 02:16:00,0.0584,INFO,0.0,[],0.102,0.19,total_bytes_recv (z=2.8),none,1.0,none
10.0.0.22,2026-08-10 00:13:00,0.0584,INFO,0.0,[],0.14,0.142,flow_count (z=0.0),none,0.993,none
10.0.0.12,2026-08-10 04:12:00,0.0584,INFO,0.0,[],0.094,0.198,total_bytes_recv (z=1.8),none,1.0,none
10.0.0.38,2026-08-10 04:59:00,0.0583,INFO,0.0,[],0.078,0.195,avg_packet_size (z=-1.3),none,0.988,none
10.0.0.31,2026-08-10 04:44:00,0.0583,INFO,0.0,[],0.109,0.183,avg_duration (z=2.3),none,1.0,none
10.0.0.8,2026-08-10 04:29:00,0.0583,INFO,0.0,[],0.073,0.218,avg_duration (z=2.8),none,1.0,none
10.0.0.16,2026-08-10 01:04:00,0.0582,INFO,0.0,[],0.104,0.187,avg_duration (z=2.9),none,1.0,none
10.0.0.15,2026-08-10 00:14:00,0.0582,INFO,0.0,[],0.12,0.142,flow_count (z=0.0),none,0.981,none
10.0.0.29,2026-08-10 05:37:00,0.0582,INFO,0.0,[],0.094,0.192,avg_duration (z=2.6),none,0.997,none
10.0.0.1,2026-08-10 03:31:00,0.0581,INFO,0.0,[],0.124,0.166,avg_duration (z=3.5),none,1.0,none
10.0.0.3,2026-08-10 01:25:00,0.0581,INFO,0.0,[],0.09,0.196,total_bytes_sent (z=-2.0),none,0.997,none
10.0.0.18,2026-08-10 05:36:00,0.058,INFO,0.0,[],0.083,0.207,total_bytes_recv (z=3.0),none,1.0,none
10.0.0.18,2026-08-10 01:30:00,0.0579,INFO,0.0,[],0.119,0.171,avg_packet_size (z=1.6),none,1.0,none
10.0.0.28,2026-08-10 01:59:00,0.0579,INFO,0.0,[],0.104,0.176,total_bytes_sent (z=-1.2),none,0.994,none
10.0.0.3,2026-08-10 04:36:00,0.0579,INFO,0.0,[],0.104,0.186,total_bytes_recv (z=2.1),none,1.0,none
10.0.0.38,2026-08-10 05:47:00,0.0579,INFO,0.0,[],0.113,0.176,avg_duration (z=1.7),none,1.0,none
10.0.0.7,2026-08-10 05:45:00,0.0579,INFO,0.0,[],0.108,0.181,avg_packet_size (z=1.3),none,1.0,none
10.0.0.19,2026-08-10 05:37:00,0.0577,INFO,0.0,[],0.089,0.181,total_bytes_recv (z=-1.5),none,0.987,none
10.0.0.20,2026-08-10 01:18:00,0.0577,INFO,0.0,[],0.076,0.213,total_bytes_recv (z=4.7),none,1.0,none
10.0.0.32,2026-08-10 03:27:00,0.0577,INFO,0.0,[],0.078,0.21,avg_packet_size (z=3.6),none,1.0,none
10.0.0.33,2026-08-10 03:32:00,0.0576,INFO,0.0,[],0.105,0.183,avg_duration (z=3.1),none,1.0,none
10.0.0.8,2026-08-10 03:43:00,0.0575,INFO,0.0,[],0.063,0.196,avg_packet_size (z=-2.2),none,0.981,none
10.0.0.1,2026-08-10 00:37:00,0.0574,INFO,0.0,[],0.092,0.181,total_bytes_sent (z=-1.6),none,0.991,none
10.0.0.14,2026-08-10 04:03:00,0.0574,INFO,0.0,[],0.073,0.214,total_bytes_sent (z=-3.3),none,1.0,none
10.0.0.28,2026-08-10 01:10:00,0.0574,INFO,0.0,[],0.113,0.174,avg_duration (z=3.0),none,1.0,none
10.0.0.29,2026-08-10 05:25:00,0.0574,INFO,0.0,[],0.078,0.209,total_bytes_recv (z=2.6),none,1.0,none
10.0.0.2,2026-08-10 04:01:00,0.0573,INFO,0.0,[],0.066,0.192,total_bytes_sent (z=-1.6),none,0.981,none
10.0.0.35,2026-08-10 04:50:00,0.0571,INFO,0.0,[],0.089,0.197,total_bytes_recv (z=2.5),none,1.0,none
10.0.0.27,2026-08-10 02:28:00,0.0571,INFO,0.0,[],0.083,0.203,total_bytes_recv (z=4.1),none,1.0,none
10.0.0.39,2026-08-10 03:43:00,0.0571,INFO,0.0,[],0.095,0.191,avg_duration (z=2.5),none,1.0,none
10.0.0.35,2026-08-10 01:20:00,0.057,INFO,0.0,[],0.083,0.202,total_bytes_sent (z=3.9),none,1.0,none
10.0.0.28,2026-08-10 00:40:00,0.057,INFO,0.0,[],0.068,0.217,avg_duration (z=8.0),none,1.0,none
10.0.0.35,2026-08-10 01:33:00,0.057,INFO,0.0,[],0.096,0.188,avg_duration (z=2.4),none,1.0,none
10.0.0.3,2026-08-10 04:04:00,0.0569,INFO,0.0,[],0.088,0.188,total_bytes_recv (z=-1.8),none,0.994,none
10.0.0.35,2026-08-10 02:00:00,0.0569,INFO,0.0,[],0.1,0.185,avg_duration (z=4.0),none,1.0,none
10.0.0.7,2026-08-10 05:30:00,0.0568,INFO,0.0,[],0.093,0.191,avg_packet_size (z=1.6),none,1.0,none
10.0.0.28,2026-08-10 05:12:00,0.0568,INFO,0.0,[],0.06,0.219,total_bytes_recv (z=-2.0),none,0.997,none
10.0.0.8,2026-08-10 04:13:00,0.0568,INFO,0.0,[],0.088,0.192,total_bytes_sent (z=-2.0),none,0.997,none
10.0.0.34,2026-08-10 04:09:00,0.0567,INFO,0.0,[],0.09,0.189,total_bytes_sent (z=-1.5),none,0.997,none
10.0.0.15,2026-08-10 00:42:00,0.0566,INFO,0.0,[],0.092,0.191,avg_packet_size (z=1.9),none,1.0,none
10.0.0.38,2026-08-10 04:33:00,0.0566,INFO,0.0,[],0.087,0.196,avg_packet_size (z=2.8),none,1.0,none
10.0.0.4,2026-08-10 01:42:00,0.0565,INFO,0.0,[],0.096,0.187,avg_duration (z=3.4),none,1.0,none
10.0.0.15,2026-08-10 03:56:00,0.0565,INFO,0.0,[],0.084,0.199,avg_packet_size (z=2.6),none,1.0,none
10.0.0.3,2026-08-10 05:35:00,0.0565,INFO,0.0,[],0.095,0.178,total_bytes_sent (z=-1.2),none,0.994,none
10.0.0.4,2026-08-10 02:18:00,0.0565,INFO,0.0,[],0.094,0.178,total_bytes_sent (z=-1.8),none,0.994,none
10.0.0.3,2026-08-10 04:48:00,0.0564,INFO,0.0,[],0.098,0.184,avg_duration (z=2.6),none,1.0,none
10.0.0.30,2026-08-10 02:45:00,0.0564,INFO,0.0,[],0.096,0.186,avg_duration (z=4.0),none,1.0,none
10.0.0.16,2026-08-10 04:55:00,0.0563,INFO,0.0,[],0.097,0.18,avg_duration (z=-2.3),none,0.997,none
10.0.0.22,2026-08-10 04:00:00,0.0563,INFO,0.0,[],0.112,0.169,avg_duration (z=2.2),none,1.0,none
10.0.0.37,2026-08-10 05:50:00,0.0562,INFO,0.0,[],0.075,0.206,total_bytes_sent (z=2.0),none,1.0,none
10.0.0.38,2026-08-10 03:30:00,0.0562,INFO,0.0,[],0.095,0.186,avg_packet_size (z=2.0),none,1.0,none
10.0.0.40,2026-08-10 02:07:00,0.0562,INFO,0.0,[],0.097,0.18,total_bytes_sent (z=-1.5),none,0.997,none
10.0.0.17,2026-08-10 05:42:00,0.0561,INFO,0.0,[],0.061,0.22,total_bytes_sent (z=-2.6),none,1.0,none
10.0.0.7,2026-08-10 03:00:00,0.0561,INFO,0.0,[],0.073,0.207,total_bytes_recv (z=3.1),none,1.0,none
10.0.0.24,2026-08-10 01:24:00,0.056,INFO,0.0,[],0.078,0.188,total_bytes_sent (z=-1.5),none,0.991,none
10.0.0.28,2026-08-10 05:14:00,0.0559,INFO,0.0,[],0.077,0.203,avg_packet_size (z=-1.7),none,1.0,none
10.0.0.10,2026-08-10 05:00:00,0.0558,INFO,0.0,[],0.105,0.174,avg_duration (z=1.4),none,1.0,none
10.0.0.16,2026-08-10 04:20:00,0.0558,INFO,0.0,[],0.081,0.198,avg_packet_size (z=-2.3),none,1.0,none
10.0.0.17,2026-08-10 02:30:00,0.0558,INFO,0.0,[],0.084,0.19,total_bytes_sent (z=-1.4),none,0.997,none
10.0.0.27,2026-08-10 01:28:00,0.0557,INFO,0.0,[],0.09,0.159,avg_packet_size (z=-0.8),none,0.98,none
10.0.0.8,2026-08-10 05:27:00,0.0557,INFO,0.0,[],0.091,0.188,avg_duration (z=3.3),none,1.0,none
10.0.0.9,2026-08-10 04:10:00,0.0557,INFO,0.0,[],0.054,0.225,avg_duration (z=3.3),none,1.0,none
10.0.0.26,2026-08-10 02:15:00,0.0556,INFO,0.0,[],0.093,0.176,total_bytes_sent (z=-1.5),none,0.994,none
10.0.0.34,2026-08-10 04:17:00,0.0556,INFO,0.0,[],0.083,0.195,total_bytes_sent (z=2.3),none,1.0,none
10.0.0.33,2026-08-10 04:00:00,0.0556,INFO,0.0,[],0.106,0.172,avg_packet_size (z=-1.2),none,1.0,none
10.0.0.1,2026-08-10 03:43:00,0.0556,INFO,0.0,[],0.079,0.175,avg_packet_size (z=-1.3),none,0.984,none
10.0.0.39,2026-08-10 01:13:00,0.0556,INFO,0.0,[],0.091,0.186,avg_packet_size (z=2.6),none,1.0,none
10.0.0.37,2026-08-10 03:18:00,0.0556,INFO,0.0,[],0.075,0.189,flow_count (z=-2.4),none,0.991,none
10.0.0.10,2026-08-10 01:20:00,0.0555,INFO,0.0,[],0.089,0.174,total_bytes_sent (z=-1.6),none,0.991,none
10.0.0.32,2026-08-10 03:15:00,0.0555,INFO,0.0,[],0.092,0.185,avg_duration (z=3.1),none,1.0,none
10.0.0.35,2026-08-10 05:49:00,0.0555,INFO,0.0,[],0.058,0.211,avg_packet_size (z=-1.8),none,0.994,none
10.0.0.37,2026-08-10 00:49:00,0.0555,INFO,0.0,[],0.103,0.175,avg_packet_size (z=1.5),none,1.0,none
10.0.0.32,2026-08-10 02:29:00,0.0555,INFO,0.0,[],0.091,0.186,avg_packet_size (z=2.1),none,1.0,none
10.0.0.33,2026-08-10 05:32:00,0.0555,INFO,0.0,[],0.062,0.216,total_bytes_recv (z=2.2),none,1.0,none
10.0.0.12,2026-08-10 03:22:00,0.0555,INFO,0.0,[],0.06,0.213,total_bytes_sent (z=-1.9),none,0.997,none
10.0.0.21,2026-08-10 02:21:00,0.0554,INFO,0.0,[],0.071,0.206,avg_duration (z=3.5),none,1.0,none
10.0.0.13,2026-08-10 00:59:00,0.0554,INFO,0.0,[],0.057,0.219,total_bytes_sent (z=-3.2),none,1.0,none
10.0.0.13,2026-08-10 05:00:00,0.0554,INFO,0.0,[],0.109,0.167,total_bytes_sent (z=0.9),none,1.0,none
10.0.0.15,2026-08-10 03:47:00,0.0554,INFO,0.0,[],0.085,0.192,avg_duration (z=4.0),none,1.0,none
10.0.0.9,2026-08-10 03:37:00,0.0554,INFO,0.0,[],0.092,0.181,total_bytes_sent (z=-1.6),none,0.997,none
10.0.0.7,2026-08-10 05:04:00,0.0554,INFO,0.0,[],0.078,0.199,avg_duration (z=4.1),none,1.0,none
10.0.0.27,2026-08-10 04:04:00,0.0553,INFO,0.0,[],0.068,0.204,avg_packet_size (z=-2.1),none,0.997,none
10.0.0.24,2026-08-10 02:08:00,0.0553,INFO,0.0,[],0.085,0.191,avg_packet_size (z=4.1),none,1.0,none
10.0.0.30,2026-08-10 02:32:00,0.0553,INFO,0.0,[],0.061,0.215,total_bytes_sent (z=-2.5),none,1.0,none
10.0.0.24,2026-08-10 04:57:00,0.0552,INFO,0.0,[],0.095,0.177,avg_duration (z=1.2),none,0.997,none
10.0.0.17,2026-08-10 01:52:00,0.0552,INFO,0.0,[],0.094,0.182,avg_packet_size (z=1.9),none,1.0,none
10.0.0.6,2026-08-10 05:33:00,0.0552,INFO,0.0,[],0.085,0.191,avg_duration (z=1.3),none,1.0,none
10.0.0.13,2026-08-10 04:38:00,0.0552,INFO,0.0,[],0.079,0.192,avg_packet_size (z=-1.4),none,0.997,none
10.0.0.2,2026-08-10 03:15:00,0.0552,INFO,0.0,[],0.103,0.173,total_bytes_recv (z=2.1),none,1.0,none
10.0.0.19,2026-08-10 04:53:00,0.0552,INFO,0.0,[],0.089,0.178,total_bytes_recv (z=-1.6),none,0.994,none
10.0.0.6,2026-08-10 05:38:00,0.0551,INFO,0.0,[],0.068,0.203,avg_packet_size (z=-1.8),none,0.997,none
10.0.0.4,2026-08-10 01:47:00,0.0551,INFO,0.0,[],0.089,0.187,total_bytes_recv (z=1.8),none,1.0,none
10.0.0.35,2026-08-10 05:40:00,0.0551,INFO,0.0,[],0.07,0.205,total_bytes_sent (z=2.1),none,1.0,none
10.0.0.7,2026-08-10 01:17:00,0.055,INFO,0.0,[],0.076,0.198,avg_duration (z=6.8),none,1.0,none
10.0.0.5,2026-08-10 04:13:00,0.055,INFO,0.0,[],0.078,0.197,total_bytes_sent (z=-1.8),none,1.0,none
10.0.0.21,2026-08-10 04:24:00,0.055,INFO,0.0,[],0.085,0.186,avg_packet_size (z=-1.5),none,0.997,none
10.0.0.22,2026-08-10 05:27:00,0.0549,INFO,0.0,[],0.072,0.203,total_bytes_recv (z=2.8),none,1.0,none
10.0.0.28,2026-08-10 00:28:00,0.0549,INFO,0.0,[],0.133,0.142,flow_count (z=0.0),none,1.0,none
10.0.0.35,2026-08-10 03:22:00,0.0549,INFO,0.0,[],0.07,0.19,total_bytes_recv (z=-1.8),none,0.99,none
10.0.0.31,2026-08-10 04:03:00,0.0548,INFO,0.0,[],0.089,0.185,avg_packet_size (z=2.5),none,1.0,none
10.0.0.2,2026-08-10 05:35:00,0.0548,INFO,0.0,[],0.083,0.191,total_bytes_sent (z=1.9),none,1.0,none
10.0.0.6,2026-08-10 02:09:00,0.0547,INFO,0.0,[],0.093,0.18,total_bytes_sent (z=1.4),none,1.0,none
10.0.0.38,2026-08-10 03:53:00,0.0547,INFO,0.0,[],0.067,0.206,total_bytes_sent (z=-2.1),none,1.0,none
10.0.0.31,2026-08-10 03:54:00,0.0546,INFO,0.0,[],0.081,0.192,total_bytes_recv (z=2.4),none,1.0,none
10.0.0.12,2026-08-10 02:21:00,0.0546,INFO,0.0,[],0.08,0.193,total_bytes_sent (z=1.8),none,1.0,none
10.0.0.38,2026-08-10 04:12:00,0.0546,INFO,0.0,[],0.068,0.201,total_bytes_sent (z=-2.2),none,0.997,none
10.0.0.17,2026-08-10 00:44:00,0.0546,INFO,0.0,[],0.095,0.178,total_bytes_recv (z=1.8),none,1.0,none
10.0.0.5,2026-08-10 03:34:00,0.0545,INFO,0.0,[],0.09,0.183,avg_packet_size (z=1.7),none,1.0,none
10.0.0.20,2026-08-10 05:13:00,0.0545,INFO,0.0,[],0.091,0.182,avg_duration (z=1.9),none,1.0,none
10.0.0.31,2026-08-10 03:19:00,0.0545,INFO,0.0,[],0.1,0.172,avg_packet_size (z=1.4),none,1.0,none
10.0.0.35,2026-08-10 02:58:00,0.0545,INFO,0.0,[],0.078,0.19,total_bytes_recv (z=-1.7),none,0.997,none
10.0.0.3,2026-08-10 03:38:00,0.0544,INFO,0.0,[],0.095,0.177,avg_packet_size (z=2.9),none,1.0,none
10.0.0.22,2026-08-10 01:12:00,0.0544,INFO,0.0,[],0.09,0.182,avg_packet_size (z=3.2),none,1.0,none
10.0.0.12,2026-08-10 05:46:00,0.0544,INFO,0.0,[],0.067,0.205,total_bytes_sent (z=-2.3),none,1.0,none
10.0.0.7,2026-08-10 04:09:00,0.0543,INFO,0.0,[],0.075,0.192,avg_packet_size (z=-1.6),none,0.997,none
10.0.0.19,2026-08-10 05:44:00,0.0543,INFO,0.0,[],0.084,0.187,avg_duration (z=4.0),none,1.0,none
10.0.0.14,2026-08-10 05:50:00,0.0542,INFO,0.0,[],0.084,0.187,avg_duration (z=5.2),none,1.0,none
10.0.0.17,2026-08-10 02:55:00,0.0541,INFO,0.0,[],0.071,0.2,avg_packet_size (z=-2.0),none,1.0,none
10.0.0.5,2026-08-10 05:30:00,0.0541,INFO,0.0,[],0.082,0.188,avg_packet_size (z=2.8),none,1.0,none
10.0.0.27,2026-08-10 05:34:00,0.0541,INFO,0.0,[],0.063,0.207,total_bytes_sent (z=-2.3),none,1.0,none
10.0.0.34,2026-08-10 04:42:00,0.054,INFO,0.0,[],0.092,0.178,total_bytes_recv (z=2.8),none,1.0,none
10.0.0.32,2026-08-10 02:28:00,0.054,INFO,0.0,[],0.072,0.198,total_bytes_recv (z=3.7),none,1.0,none
10.0.0.13,2026-08-10 01:17:00,0.054,INFO,0.0,[],0.088,0.182,total_bytes_sent (z=2.0),none,1.0,none
10.0.0.28,2026-08-10 00:01:00,0.0539,INFO,0.0,[],0.118,0.142,flow_count (z=0.0),none,0.994,none
10.0.0.17,2026-08-10 03:55:00,0.0539,INFO,0.0,[],0.067,0.202,avg_packet_size (z=2.3),none,1.0,none
10.0.0.10,2026-08-10 02:35:00,0.0539,INFO,0.0,[],0.083,0.182,avg_duration (z=-1.2),none,0.997,none
10.0.0.26,2026-08-10 00:09:00,0.0538,INFO,0.0,[],0.127,0.142,flow_count (z=0.0),none,1.0,none
10.0.0.37,2026-08-10 01:32:00,0.0538,INFO,0.0,[],0.088,0.181,avg_packet_size (z=2.0),none,1.0,none
10.0.0.11,2026-08-10 05:50:00,0.0538,INFO,0.0,[],0.058,0.206,total_bytes_sent (z=-2.4),none,0.997,none
10.0.0.32,2026-08-10 05:58:00,0.0538,INFO,0.0,[],0.074,0.194,avg_packet_size (z=2.5),none,1.0,none
10.0.0.30,2026-08-10 03:47:00,0.0538,INFO,0.0,[],0.1,0.169,total_bytes_recv (z=1.0),none,1.0,none
10.0.0.11,2026-08-10 05:26:00,0.0537,INFO,0.0,[],0.084,0.184,avg_packet_size (z=-1.5),none,1.0,none
10.0.0.40,2026-08-10 01:59:00,0.0537,INFO,0.0,[],0.083,0.186,total_bytes_recv (z=3.4),none,1.0,none
10.0.0.22,2026-08-10 04:58:00,0.0537,INFO,0.0,[],0.083,0.186,avg_packet_size (z=1.7),none,1.0,none
10.0.0.34,2026-08-10 04:15:00,0.0537,INFO,0.0,[],0.075,0.194,avg_duration (z=2.1),none,1.0,none
10.0.0.30,2026-08-10 05:58:00,0.0536,INFO,0.0,[],0.075,0.193,avg_packet_size (z=3.9),none,1.0,none
10.0.0.29,2026-08-10 05:24:00,0.0536,INFO,0.0,[],0.065,0.203,avg_packet_size (z=-1.5),none,1.0,none
10.0.0.19,2026-08-10 03:27:00,0.0536,INFO,0.0,[],0.096,0.172,avg_packet_size (z=1.9),none,1.0,none
10.0.0.9,2026-08-10 04:15:00,0.0535,INFO,0.0,[],0.079,0.189,avg_duration (z=2.9),none,1.0,none
10.0.0.37,2026-08-10 00:56:00,0.0535,INFO,0.0,[],0.076,0.191,avg_packet_size (z=-2.1),none,1.0,none
10.0.0.39,2026-08-10 03:09:00,0.0535,INFO,0.0,[],0.068,0.195,avg_packet_size (z=-1.5),none,0.997,none
10.0.0.6,2026-08-10 01:44:00,0.0535,INFO,0.0,[],0.075,0.192,avg_packet_size (z=-1.8),none,1.0,none
10.0.0.29,2026-08-10 05:16:00,0.0534,INFO,0.0,[],0.059,0.208,avg_duration (z=3.2),none,1.0,none
10.0.0.23,2026-08-10 05:54:00,0.0534,INFO,0.0,[],0.075,0.192,avg_duration (z=1.5),none,1.0,none
10.0.0.14,2026-08-10 00:03:00,0.0534,INFO,0.0,[],0.125,0.142,flow_count (z=0.0),none,1.0,none
10.0.0.7,2026-08-10 05:22:00,0.0534,INFO,0.0,[],0.06,0.202,total_bytes_sent (z=-1.8),none,0.997,none
10.0.0.14,2026-08-10 04:18:00,0.0533,INFO,0.0,[],0.072,0.19,total_bytes_recv (z=-1.9),none,0.997,none
10.0.0.5,2026-08-10 00:40:00,0.0533,INFO,0.0,[],0.125,0.142,flow_count (z=0.0),none,1.0,none
10.0.0.7,2026-08-10 04:50:00,0.0533,INFO,0.0,[],0.063,0.203,total_bytes_sent (z=-1.3),none,1.0,none
10.0.0.2,2026-08-10 02:00:00,0.0532,INFO,0.0,[],0.073,0.193,total_bytes_sent (z=2.2),none,1.0,none
10.0.0.6,2026-08-10 03:54:00,0.0532,INFO,0.0,[],0.047,0.219,avg_packet_size (z=3.1),none,1.0,none
10.0.0.15,2026-08-10 05:10:00,0.0532,INFO,0.0,[],0.065,0.201,avg_duration (z=-1.5),none,1.0,none
10.0.0.38,2026-08-10 02:44:00,0.0531,INFO,0.0,[],0.08,0.186,total_bytes_recv (z=1.7),none,1.0,none
10.0.0.27,2026-08-10 02:31:00,0.053,INFO,0.0,[],0.08,0.185,avg_packet_size (z=2.1),none,1.0,none
10.0.0.9,2026-08-10 02:14:00,0.053,INFO,0.0,[],0.07,0.191,avg_packet_size (z=-2.2),none,0.997,none
10.0.0.26,2026-08-10 02:13:00,0.0529,INFO,0.0,[],0.082,0.183,avg_packet_size (z=2.6),none,1.0,none
10.0.0.1,2026-08-10 00:29:00,0.0529,INFO,0.0,[],0.092,0.173,total_bytes_recv (z=1.6),none,1.0,none
10.0.0.5,2026-08-10 02:15:00,0.0529,INFO,0.0,[],0.073,0.191,total_bytes_recv (z=3.1),none,1.0,none
10.0.0.21,2026-08-10 04:59:00,0.0529,INFO,0.0,[],0.082,0.182,avg_duration (z=-1.5),none,1.0,none
10.0.0.8,2026-08-10 03:58:00,0.0529,INFO,0.0,[],0.088,0.177,avg_duration (z=2.5),none,1.0,none
10.0.0.38,2026-08-10 00:03:00,0.0529,INFO,0.0,[],0.123,0.142,flow_count (z=0.0),none,1.0,none
10.0.0.33,2026-08-10 00:02:00,0.0528,INFO,0.0,[],0.122,0.142,flow_count (z=0.0),none,1.0,none
10.0.0.30,2026-08-10 01:01:00,0.0528,INFO,0.0,[],0.071,0.193,avg_duration (z=5.5),none,1.0,none
10.0.0.17,2026-08-10 01:46:00,0.0528,INFO,0.0,[],0.074,0.19,total_bytes_recv (z=1.7),none,1.0,none
10.0.0.39,2026-08-10 05:35:00,0.0528,INFO,0.0,[],0.09,0.173,avg_duration (z=1.4),none,1.0,none
10.0.0.37,2026-08-10 00:53:00,0.0528,INFO,0.0,[],0.087,0.177,avg_packet_size (z=2.4),none,1.0,none
10.0.0.22,2026-08-10 04:03:00,0.0528,INFO,0.0,[],0.091,0.173,avg_packet_size (z=1.9),none,1.0,none
10.0.0.37,2026-08-10 02:46:00,0.0527,INFO,0.0,[],0.087,0.176,avg_duration (z=-1.2),none,1.0,none
10.0.0.2,2026-08-10 05:07:00,0.0527,INFO,0.0,[],0.062,0.197,total_bytes_sent (z=-1.7),none,0.997,none
10.0.0.22,2026-08-10 03:59:00,0.0527,INFO,0.0,[],0.072,0.191,total_bytes_recv (z=2.8),none,1.0,none
10.0.0.6,2026-08-10 04:44:00,0.0526,INFO,0.0,[],0.058,0.205,avg_duration (z=3.7),none,1.0,none
10.0.0.17,2026-08-10 01:37:00,0.0526,INFO,0.0,[],0.067,0.196,total_bytes_recv (z=1.9),none,1.0,none
10.0.0.23,2026-08-10 05:32:00,0.0526,INFO,0.0,[],0.072,0.191,avg_packet_size (z=2.0),none,1.0,none
10.0.0.6,2026-08-10 04:40:00,0.0526,INFO,0.0,[],0.058,0.205,avg_packet_size (z=2.1),none,1.0,none
10.0.0.7,2026-08-10 01:22:00,0.0525,INFO,0.0,[],0.08,0.182,avg_packet_size (z=3.1),none,1.0,none
10.0.0.13,2026-08-10 04:23:00,0.0525,INFO,0.0,[],0.068,0.194,avg_packet_size (z=2.4),none,1.0,none
10.0.0.11,2026-08-10 02:10:00,0.0524,INFO,0.0,[],0.076,0.186,total_bytes_recv (z=-1.7),none,1.0,none
10.0.0.7,2026-08-10 04:34:00,0.0524,INFO,0.0,[],0.065,0.197,avg_duration (z=2.6),none,1.0,none
10.0.0.18,2026-08-10 00:46:00,0.0524,INFO,0.0,[],0.062,0.2,total_bytes_recv (z=2.7),none,1.0,none
10.0.0.22,2026-08-10 05:28:00,0.0524,INFO,0.0,[],0.078,0.184,avg_duration (z=3.1),none,1.0,none
